Tipo,Número,Ano,Arquivo,oss,unidade,municipio,endereco,bairro,tipo,cnes,cnpj
Termo Aditivo 04/2019,4,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Sorocaba(AME Sorocaba),Sorocaba,"Rua Guaicurus, 411",Vila Leao,AME,7496117,61.687.356/0033-17
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Taquaritinga(AME Taquaritinga),Taquaritinga,"Av. João de Jorge, 221",Vila Rosa,AME,9314687,
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Taquaritinga(AME Taquaritinga),Taquaritinga,"Av. João de Jorge, 221",Vila Rosa,AME,9314687,
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Taquaritinga(AME Taquaritinga),Taquaritinga,"Av. João de Jorge, 221",Vila Rosa,AME,9314687,
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Taquaritinga(AME Taquaritinga),Taquaritinga,"Av. João de Jorge, 221",Vila Rosa,AME,9314687,
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Tupã(AME Tupã),Tupã,"Rua Mndaguaris, 970",Vila Santa Amalia,AME,6607330,
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Tupã(AME Tupã),Tupã,"Rua Mndaguaris, 970",Vila Santa Amalia,AME,6607330,
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Tupã(AME Tupã),Tupã,"Rua Mndaguaris, 970",Vila Santa Amalia,AME,6607330,
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Tupã(AME Tupã),Tupã,"Rua Mndaguaris, 970",Vila Santa Amalia,AME,6607330,
Termo Aditivo 05/2019,5,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Tupã(AME Tupã),Tupã,"Rua Mndaguaris, 970",Vila Santa Amalia,AME,6607330,
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Votuporanga(AME Votuporanga),Votuporanga,"Rua Maria de Freitas Leite, no 2944",Vila Nova,AME,5618401,72.957.814/0002-00
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Votuporanga(AME Votuporanga),Votuporanga,"Rua Maria de Freitas Leite, no 2944",Vila Nova,AME,5618401,72.957.814/0002-00
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Centro de Medicina de Reabilitação Lucy Montoro de Santos(Lucy Montoro de Santos),Santos,"Rua Alexandre Martins, 72",Aparecida,AME,7536917,
Termo Aditivo 02/2019,2,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Centro de Medicina de Reabilitação Lucy Montoro de Santos(Lucy Montoro de Santos),Santos,"Rua Alexandre Martins, 72",Aparecida,AME,7536917,
Contrato de Gestão 2019,-,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Centro de Medicina de Reabilitação Lucy Montoro de Santos(Lucy Montoro de Santos),Santos,"Rua Alexandre Martins, 72",Aparecida,AME,7536917,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Centro de Medicina de Reabilitação Lucy Montoro de São José dos Campos(Lucy Montoro de São José dos Campos),São José dos Campos,"Saigiro Nakamura, 600",Centro,AME,6889549,61.699.567/0036-12
Termo Aditivo 01/2019,1,2019,Visualizar,Banco de Olhos de Sorocaba ,Centro de Reabilitação Lucy Montoro de Sorocaba(Lucy Montoro de Sorocaba),Sorocaba,"Rua Comendador Pereira Inácio, 564",Jardim Vergueiro,AME,9642927,
Termo Aditivo 02/2019,2,2019,Visualizar,Banco de Olhos de Sorocaba ,Centro de Reabilitação Lucy Montoro de Sorocaba(Lucy Montoro de Sorocaba),Sorocaba,"Rua Comendador Pereira Inácio, 564",Jardim Vergueiro,AME,9642927,
Termo Aditivo 03/2019,3,2019,Visualizar,Banco de Olhos de Sorocaba ,Centro de Reabilitação Lucy Montoro de Sorocaba(Lucy Montoro de Sorocaba),Sorocaba,"Rua Comendador Pereira Inácio, 564",Jardim Vergueiro,AME,9642927,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Congregação de Santa Catarina,Centro de Referência do Idoso Zona Norte(CRI Zona Norte),São Paulo,"Rua Voluntários da Pátria, 4301",Santana,AME,3444538,60.922.168/0028-04
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Congregação de Santa Catarina,Centro de Referência do Idoso Zona Norte(CRI Zona Norte),São Paulo,"Rua Voluntários da Pátria, 4301",Santana,AME,3444538,60.922.168/0028-04
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Congregação de Santa Catarina,Centro de Referência do Idoso Zona Norte(CRI Zona Norte),São Paulo,"Rua Voluntários da Pátria, 4301",Santana,AME,3444538,60.922.168/0028-04
Termo Aditivo 04/2019,4,2019,Visualizar,Associação Congregação de Santa Catarina,Centro de Referência do Idoso Zona Norte(CRI Zona Norte),São Paulo,"Rua Voluntários da Pátria, 4301",Santana,AME,3444538,60.922.168/0028-04
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Serviço de Reabilitação Lucy Montoro de Botucatu(Lucy Montoro de Botucatu),Botucatu,"Rodovia Marechal Rondon, KM 253,6",Distrito Industrial,AME,9519688,
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Serviço de Reabilitação Lucy Montoro de Botucatu(Lucy Montoro de Botucatu),Botucatu,"Rodovia Marechal Rondon, KM 253,6",Distrito Industrial,AME,9519688,
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Serviço de Reabilitação Lucy Montoro de Botucatu(Lucy Montoro de Botucatu),Botucatu,"Rodovia Marechal Rondon, KM 253,6",Distrito Industrial,AME,9519688,
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Serviço de Reabilitação Lucy Montoro de Botucatu(Lucy Montoro de Botucatu),Botucatu,"Rodovia Marechal Rondon, KM 253,6",Distrito Industrial,AME,9519688,
Termo Aditivo 01/2019,1,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Serviço de Reabilitação Lucy Montoro de Mogi Mirim(Lucy Montoro de Mogi Mirim),Mogi Mirim,"R. Pedro Simoso, SN",Saude,AME,7064497,46.374.500/0234-88
Termo Aditivo 02/2019,2,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Serviço de Reabilitação Lucy Montoro de Mogi Mirim(Lucy Montoro de Mogi Mirim),Mogi Mirim,"R. Pedro Simoso, SN",Saude,AME,7064497,46.374.500/0234-88
Contrato de Gestão 2019,-,2019,Visualizar,Santa Casa de Andradina                                ,Unidade  de Reabilitação Lucy Montoro de Pariquera-Açu(Lucy Montoro de Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7594011,
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Unidade  de Reabilitação Lucy Montoro de Pariquera-Açu(Lucy Montoro de Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7594011,
Termo Aditivo 02/2019,2,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Unidade  de Reabilitação Lucy Montoro de Pariquera-Açu(Lucy Montoro de Pariquera-Açu),Pariquera-Açu,"Rua dos Expedicionários, 140",Centro,AME,7594011,
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Andradina                                ,Unidade  de Reabilitação Lucy Montoro em Fernandópolis (Lucy Montoro Fernandópolis),Fernandopolis,"Rua Milton Terra Verde, 451",Jd Santa Helena,AME,7019823,47.844.287/0003-61
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Centro Estadual de Análises Clínicas da Zona Leste(CEAC Leste),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,Ceac,6335586,61.699.567/0015-98
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Centro Estadual de Análises Clínicas da Zona Leste(CEAC Leste),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,Ceac,6335586,61.699.567/0015-98
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Fundo De Incentivo à Psicofarmacologia - AFIP,Centro Estadual de Análises Clínicas da Zona Norte(CEAC Norte),São Paulo,"Rua Marselhesa, 500",Vila Clementino,Ceac,3996344,47.673.793/0076-90
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Fundo De Incentivo à Psicofarmacologia - AFIP,Centro Estadual de Análises Clínicas da Zona Norte(CEAC Norte),São Paulo,"Rua Marselhesa, 500",Vila Clementino,Ceac,3996344,47.673.793/0076-90
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Fundo De Incentivo à Psicofarmacologia - AFIP,Centro Estadual de Análises Clínicas da Zona Sul(CEAC Sul),São Paulo,"Avenida Nossa Senhora do Sabará, 234",Jardim Bélgica,Ceac,6351662,60.922.168/0034-44
Contrato de Gestão 2019,-,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Centro Estadual de Armazenamento e Distribuição de Insumos de Saúde(CEADIS),São Paulo,"Avenida Engenheiro Roberto Zuccolo, 21",Vila Leopoldina,Ceadis,,61.687.356/0026-98
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Centro Estadual de Armazenamento e Distribuição de Insumos de Saúde(CEADIS),São Paulo,"Avenida Engenheiro Roberto Zuccolo, 21",Vila Leopoldina,Ceadis,,61.687.356/0026-98
Contrato de Gestão 2019,-,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 01/2019 (Contrato de Gestão 2019),1,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 02/2019 (Contrato de Gestão 2019),2,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 03/2019 (Contrato de Gestão 2019),3,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem I(SEDI I),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6932355,60.922.168/0037-97
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Serviço Estadual de Diagnóstico por Imagem II(SEDI II),São Paulo,"Avenida Almirante Delamare, 1534",Jardim Nova Heliópolis,Sedi,6926207,61.687.356/0030-74
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Serviço Estadual de Diagnóstico por Imagem II(SEDI II),São Paulo,"Avenida Almirante Delamare, 1534",Jardim Nova Heliópolis,Sedi,6926207,61.687.356/0030-74
Termo Aditivo 03/2019,3,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Serviço Estadual de Diagnóstico por Imagem II(SEDI II),São Paulo,"Avenida Almirante Delamare, 1534",Jardim Nova Heliópolis,Sedi,6926207,61.687.356/0030-74
Termo Aditivo 04/2019,4,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Serviço Estadual de Diagnóstico por Imagem II(SEDI II),São Paulo,"Avenida Almirante Delamare, 1534",Jardim Nova Heliópolis,Sedi,6926207,61.687.356/0030-74
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem III(SEDI III),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6927726,55.401.178/0001-36
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem III(SEDI III),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6927726,55.401.178/0001-36
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem III(SEDI III),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6927726,55.401.178/0001-36
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação Instituto de Pesquisa e Estudo de Diagnóstico por Imagem - FIDI,Serviço Estadual de Diagnóstico por Imagem III(SEDI III),São Paulo,"Avenida Paulista, 1294 - 21o andar",Bela Vista,Sedi,6927726,55.401.178/0001-36
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Central de Regulação de Oferta de Serviços de Saúde(CROSS),São Paulo,"Avenida Enéas Carvalho de Aguiar, 188",Cerqueira César,Cross,712516,61.687.356/0001-30
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Central de Regulação de Oferta de Serviços de Saúde(CROSS),São Paulo,"Avenida Enéas Carvalho de Aguiar, 188",Cerqueira César,Cross,712516,61.687.356/0001-30
